id_left	string_left
1890014	"""""""Mr Kerkorian said: """"""""We believe that recent trading prices of MGM's common stock do not reflect MGM's full value and that the stock represents and attractive investment."""""""""""""""
1318419	Sen. Richard Shelby, R-Ala., chairman of the Senate Banking Committee, wasn't rushing to endorse the legislation.
2257896	"""""""""""""""We hope all parties will continue to make efforts and continue the process of dialogue,"""""""" the Chinese Foreign Ministry said in a statement."""""""
1907420	In an E-mail statement to the Knoxville News Sentinel, Shumaker said, ''I am not giving any consideration to resignation.
748620	New building hasn't put any drag on the skyrocketing median home price, up 14.8 percent to $364,000 in April from a year ago.
1268446	Dealers said the single currency's downward momentum against the dollar could pick up speed if it broke below $1.15.
2405094	INTEL TODAY disclosed details of its next-generation XScale processor for mobile phones and handheld devices here in San Jose.
2716543	News Corp., whose empire spans Hollywood's Twentieth Century-Fox Film Corp. to publishing house HarperCollins Publishers Ltd., owns 35 per cent of BSkyB.
3056744	"""""""KEDO Spokesman, Roland Tricot said: """"""""The executive board decided to refer this question to capitals."""""""
2404779	"""""""""""""""It seems to me you're trying to protect privacy of theft,"""""""" she said to Barr."""""""
1785254	West Nile Virus -- which is spread through infected mosquitoes -- is potentially fatal.
2228916	As of Friday, the U.S. Centers for Disease Control and Prevention reported 1,602 human cases of West Nile so far this year, including 28 deaths.
529554	The company said that based on first-quarter results it expects to earn 90 cents per share for the quarter.
953777	The technology-laced Nasdaq Composite Index was up 7.60 points, or 0.46 percent, at 1,653.62.
401945	After that, college President Paul Pribbenow told him to wrap up his speech.
62786	The statement said Mr Turner transferred 10 million shares of the stock to a charitable trust, which then sold them.
1457976	"""""""His lawyer, Harriet Newman Cohen, said later that Cuomo """"""""was betrayed and saddened by his wife's conduct during their marriage."""""""""""""""
1287681	He allowed two runs in seven innings and struck out six.
1856960	"""""""""""""""Spending taxpayer dollars to create terrorism betting parlors is as wasteful as it is repugnant,"""""""" they announced at a press conference yesterday."""""""
2877244	A coalition of states petitioned a federal appeals court Thursday in an effort to force the Environmental Protection Agency to regulate greenhouse gas emissions.
1729704	The results beat the 54 cents loss per share consensus estimate of 23 analysts polled by Thomson First Call.
2202636	People with two copies of the mutated gene have double this risk, the researchers said.
2902077	Russian stocks fell after the arrest last Saturday of Mikhail Khodorkovsky, chief executive of Yukos Oil, on charges of fraud and tax evasion.
1104700	"""""""""""""""I'm amazed at the number of people who think there is a silver bullet for security,"""""""" Capellas said."""""""
2002876	State air regulators and two automakers have settled a lawsuit challenging the nation's toughest auto emissions program, a spokesman for California's air board said Monday.
1433591	"""""""""""""""We've become like total strangers,"""""""" Klein quotes him as saying."""""""
2946635	"""""""""""""""This action in no way reduces our commitment to the North American market or changes our long-term plan for growth,"""""""" said O'Neill, who is based in California."""""""
759485	Critics say the law violates civil liberties, something House Judiciary Committee Chairman James Sensenbrenner, R-Wis., says he is sensitive to.
3270328	Forecasters said warnings might go up for Cuba later Thursday.
3415995	Staff Sgt. Georg-Andreas Pogany, however, is waiting for that decision in writing.
2889933	Negotiators said Friday they made good progress during their latest round of talks on creating a Central American Free Trade Agreement.
1921451	But at age 15, she had reached 260 pounds and a difficult decision: It was time to try surgery.
3004566	Ending the picketing at Ralphs frees up about 18,000 union members.
1922104	The author is one of several defense experts expected to testify.
2155055	The program only spreads further when a computer user clicks on the attached program that then secretly mails itself to e-mail addresses on the user's computer.
2475829	The jawbone is similar to those of other early modern humans found in Africa, the Middle East and later in Europe.
2874753	"""""""""""""""Unlike many early-stage Internet firms, Google is believed to be profitable."""""""
1072119	The bishop told police he thought he had hit a dog or a cat or that someone had thrown a rock at his vehicle.
2455734	Joe Kernan, who had been lieutenant governor for the past seven years, was sworn in as governor after O'Bannon died Saturday.
2068468	The fines are part of failed Republican efforts to force or entice the Democrats to return.
549254	For the year, it expects sales of $94 million and a profit of 26 cents a share from continuing operations.
2421566	Researchers found the fossils in a semidesert area of Venezuela, about 250 miles west of Caracas.
938119	"""""""""""""""Just as before, it will be up to the council to decide the direction and the timing of the process."""""""""""""""
1977693	The broad Standard & Poor's 500 Index .SPX inched up 3 points, or 0.32 percent, to 970.
1748344	Ms. Cripps-Prawak left last Friday, two days after the department introduced a plan to distribute medical marijuana through doctors' offices.
1474151	An injured woman co-worker also was hospitalized and was listed in good condition.
113468	Woodley, 44, died of liver and kidney failure Sunday at a hospital in his native Shreveport, La., said his niece, Lucy Woodley.
655501	Grinspun’s concerns came after two emergency room nurses tried to warn doctors at the hospital in mid-May that five family members had SARS-like symptoms, according to the newspaper.
1917198	MediaQ's customers include major handheld makers Mitsubishi, Siemens, Palm, Sharp, Philips, Dell and Sony.
2067814	Each hull will cost about $1.4 billion, with each fully outfitted submarine costing about $2.2 billion, Young said.
1047951	"""""""""""""""It is safe to assume the Senate is prepared to pass some form of cap,"""""""" King said."""""""
1443670	The report forecasts there will be 71,079 hot spots worldwide this year, up from just 14,752 in 2002 and 1,214 in 2001.
1297328	But other sources close to the sale said Vivendi was keeping the door open to further bids and hoped to see bidders interested in individual assets team up.
1277464	Tuition at the six two-year community colleges will leap by $300, to $2,800.
1288358	The club's board of directors, chaired by president Florentino Perez, decided against renewing the 52-year-old's contract.
1886	Joining Boston on Monday were the Massachusetts communities of Watertown, Saugus and Framingham.
3257025	Others keep records sealed for as little as five years or as much as 30.
